,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
16159,0.926,Unspecified,Has relevent experience,no_enrollment,Graduate,Arts,10,100-499,Pvt Ltd,2,99,Non Job-Seekers
16160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,No company,No company,never,48,Job-Seekers
16162,0.925,Unspecified,Has relevent experience,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,162,Non Job-Seekers
16163,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,No company,No company,never,2,Non Job-Seekers
16164,0.68,Unspecified,No relevent experience,no_enrollment,Masters,STEM,3,Missing,Pvt Ltd,never,51,Job-Seekers
16165,0.624,Male,No relevent experience,Full time course,High School,No Major,3,No company,No company,never,7,Job-Seekers
16166,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Pvt Ltd,1,20,Non Job-Seekers
16167,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,1,31,Non Job-Seekers
16168,0.5579999999999999,Male,No relevent experience,Part time course,High School,No Major,6,Missing,Missing,>4,63,Job-Seekers
16169,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,214,Job-Seekers
16170,0.624,Unspecified,No relevent experience,no_enrollment,Masters,Other,<1,Missing,Missing,1,31,Non Job-Seekers
16172,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,14,Non Job-Seekers
16173,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,16,Non Job-Seekers
16174,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,10/49,Pvt Ltd,2,50,Non Job-Seekers
16175,0.73,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,89,Non Job-Seekers
16176,0.479,Unspecified,Has relevent experience,Part time course,Phd,STEM,>20,Missing,Missing,>4,40,Non Job-Seekers
16177,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,54,Non Job-Seekers
16178,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,330,Non Job-Seekers
16179,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,11,Non Job-Seekers
16180,0.887,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,<10,Pvt Ltd,2,45,Job-Seekers
16181,0.92,Male,Has relevent experience,no_enrollment,Primary School,No Major,>20,1000-4999,Pvt Ltd,>4,88,Non Job-Seekers
16182,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,78,Non Job-Seekers
16183,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,1,74,Non Job-Seekers
16184,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,>4,41,Non Job-Seekers
16185,0.843,Male,No relevent experience,Full time course,High School,No Major,1,Missing,Pvt Ltd,never,74,Non Job-Seekers
16186,0.855,Unspecified,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Pvt Ltd,1,21,Non Job-Seekers
16187,0.843,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,never,20,Non Job-Seekers
16188,0.624,Unspecified,No relevent experience,Part time course,Masters,STEM,14,Missing,Missing,1,17,Non Job-Seekers
16189,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,25,Non Job-Seekers
16190,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Missing,Missing,>4,37,Non Job-Seekers
16191,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Public Sector,1,46,Non Job-Seekers
16192,0.926,Unspecified,Has relevent experience,no_enrollment,Phd,Humanities,1,50-99,Pvt Ltd,1,10,Non Job-Seekers
16193,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,11,No company,No company,never,18,Non Job-Seekers
16195,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-499,Pvt Ltd,>4,128,Non Job-Seekers
16196,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,2,14,Non Job-Seekers
16197,0.91,Unspecified,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,29,Non Job-Seekers
16198,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,45,Non Job-Seekers
16199,0.92,Unspecified,No relevent experience,Part time course,Graduate,STEM,2,50-99,Public Sector,2,31,Non Job-Seekers
16200,0.926,Unspecified,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,4,80,Job-Seekers
16201,0.866,Male,Has relevent experience,Part time course,Masters,STEM,>20,<10,Pvt Ltd,>4,226,Non Job-Seekers
16202,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,34,Non Job-Seekers
16203,0.926,Male,Has relevent experience,Full time course,High School,No Major,7,100-499,Pvt Ltd,2,250,Non Job-Seekers
16204,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Funded Startup,1,198,Non Job-Seekers
16205,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,1,50,Job-Seekers
16206,0.895,Male,No relevent experience,no_enrollment,High School,No Major,5,50-99,NGO,2,62,Non Job-Seekers
16207,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,>4,135,Non Job-Seekers
16209,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,No company,No company,never,37,Non Job-Seekers
16210,0.939,Other,No relevent experience,no_enrollment,Graduate,Other,>20,Missing,Missing,>4,13,Non Job-Seekers
16212,0.754,Male,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,2,21,Job-Seekers
16213,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,35,Non Job-Seekers
16215,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,3,Non Job-Seekers
16216,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-499,Pvt Ltd,>4,224,Non Job-Seekers
16217,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,74,Non Job-Seekers
16218,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,108,Non Job-Seekers
16219,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,NGO,2,268,Job-Seekers
16221,0.924,Female,Has relevent experience,no_enrollment,High School,No Major,>20,50-99,Missing,>4,90,Non Job-Seekers
16222,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-499,Pvt Ltd,3,166,Job-Seekers
16223,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,24,Non Job-Seekers
16224,0.624,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,5,Non Job-Seekers
16225,0.624,Female,No relevent experience,Full time course,Graduate,STEM,5,No company,No company,never,15,Non Job-Seekers
16226,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Missing,1,54,Non Job-Seekers
16227,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,>4,19,Non Job-Seekers
16228,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,2,4,Job-Seekers
16229,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,4,310,Non Job-Seekers
16230,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,1,54,Non Job-Seekers
16231,0.939,Male,No relevent experience,Full time course,Masters,STEM,4,5000-9999,Public Sector,never,6,Non Job-Seekers
16232,0.855,Other,No relevent experience,Part time course,Graduate,STEM,>20,Missing,Missing,>4,34,Job-Seekers
16233,0.6890000000000001,Male,No relevent experience,Part time course,High School,No Major,2,Missing,Missing,1,32,Job-Seekers
16235,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,2,90,Non Job-Seekers
16236,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,35,Non Job-Seekers
16237,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,2,108,Non Job-Seekers
16238,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,130,Non Job-Seekers
16239,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,314,Job-Seekers
16240,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,2,37,Job-Seekers
16241,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-499,Pvt Ltd,3,72,Non Job-Seekers
16244,0.92,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,1,176,Non Job-Seekers
16245,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,3,64,Non Job-Seekers
16246,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,2,282,Job-Seekers
16247,0.89,Male,Has relevent experience,no_enrollment,High School,No Major,9,100-499,Pvt Ltd,1,69,Non Job-Seekers
16248,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,14,Job-Seekers
16249,0.555,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,18,Job-Seekers
16251,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,48,Non Job-Seekers
16253,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,86,Non Job-Seekers
16254,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Missing,1,53,Non Job-Seekers
16255,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Missing,Missing,>4,42,Job-Seekers
16256,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,1,64,Non Job-Seekers
16257,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,>4,26,Job-Seekers
16258,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,38,Job-Seekers
16259,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,>4,37,Non Job-Seekers
16260,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,8,100-499,Public Sector,2,9,Non Job-Seekers
16261,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,never,37,Job-Seekers
16262,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Missing,1,92,Non Job-Seekers
16263,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,50,Non Job-Seekers
16264,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,2,Missing,Missing,2,94,Job-Seekers
16265,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,2,24,Non Job-Seekers
16266,0.91,Male,Has relevent experience,no_enrollment,High School,No Major,10,Missing,Missing,4,38,Non Job-Seekers
16267,0.754,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,Missing,Missing,1,240,Non Job-Seekers
16268,0.722,Unspecified,No relevent experience,no_enrollment,High School,No Major,3,10/49,Pvt Ltd,1,18,Non Job-Seekers
16269,0.682,Female,No relevent experience,no_enrollment,Graduate,STEM,12,No company,No company,never,59,Job-Seekers
16270,0.836,Male,No relevent experience,no_enrollment,High School,No Major,3,No company,No company,never,9,Non Job-Seekers
16271,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,No company,No company,never,53,Job-Seekers
16272,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,100,Non Job-Seekers
16273,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,Business Degree,1,<10,Early Stage Startup,1,10,Non Job-Seekers
16274,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Missing,1,107,Non Job-Seekers
16275,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,2,50-99,Pvt Ltd,1,8,Non Job-Seekers
16276,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,Other,>4,50,Non Job-Seekers
16277,0.884,Unspecified,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Public Sector,1,39,Non Job-Seekers
16278,0.926,Unspecified,Has relevent experience,no_enrollment,High School,No Major,>20,50-99,Pvt Ltd,>4,52,Non Job-Seekers
16280,0.92,Male,Has relevent experience,Full time course,High School,No Major,4,50-99,Missing,1,44,Non Job-Seekers
16281,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,4,123,Non Job-Seekers
16282,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,107,Non Job-Seekers
16283,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Missing,1,32,Non Job-Seekers
16284,0.887,Male,No relevent experience,Full time course,High School,No Major,9,No company,No company,never,29,Non Job-Seekers
16285,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Early Stage Startup,1,50,Non Job-Seekers
16286,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,3,100-499,Pvt Ltd,1,94,Non Job-Seekers
16287,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,21,Non Job-Seekers
16288,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,2,50,Job-Seekers
16289,0.722,Male,No relevent experience,Full time course,High School,No Major,<1,No company,No company,never,24,Job-Seekers
16290,0.939,Male,No relevent experience,Full time course,High School,No Major,5,Missing,Missing,2,96,Non Job-Seekers
16291,0.939,Male,No relevent experience,no_enrollment,High School,No Major,1,50-99,Public Sector,1,99,Non Job-Seekers
16292,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,3,132,Non Job-Seekers
16293,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,Missing,Missing,1,40,Job-Seekers
16294,0.895,Male,Has relevent experience,no_enrollment,Graduate,Other,15,10/49,Pvt Ltd,never,164,Non Job-Seekers
16295,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,No company,No company,never,12,Non Job-Seekers
16296,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Missing,Missing,1,6,Job-Seekers
16297,0.754,Unspecified,Has relevent experience,Full time course,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,56,Non Job-Seekers
16298,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Missing,never,192,Non Job-Seekers
16299,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,NGO,>4,22,Non Job-Seekers
16300,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,4,Non Job-Seekers
16301,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,82,Non Job-Seekers
16302,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,1,100,Non Job-Seekers
16303,0.91,Male,No relevent experience,no_enrollment,Masters,Other,5,100-499,Funded Startup,1,100,Non Job-Seekers
16304,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,157,Non Job-Seekers
16305,0.897,Male,No relevent experience,Full time course,Graduate,STEM,5,No company,No company,never,13,Non Job-Seekers
16306,0.555,Unspecified,No relevent experience,Full time course,High School,No Major,4,Missing,Missing,1,73,Job-Seekers
16307,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,17,Non Job-Seekers
16308,0.92,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,89,Non Job-Seekers
16309,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-499,Funded Startup,1,16,Non Job-Seekers
16310,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,15,100-499,Funded Startup,2,56,Non Job-Seekers
16311,0.855,Male,No relevent experience,Full time course,Primary School,No Major,2,Missing,Missing,1,95,Non Job-Seekers
16312,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,22,Job-Seekers
16313,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-499,Missing,1,112,Non Job-Seekers
16314,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,100-499,Public Sector,2,48,Non Job-Seekers
16315,0.624,Male,No relevent experience,Full time course,High School,No Major,4,<10,Funded Startup,never,109,Non Job-Seekers
16316,0.92,Male,Has relevent experience,Full time course,High School,No Major,3,50-99,Funded Startup,1,264,Non Job-Seekers
16317,0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,18,50-99,Pvt Ltd,>4,78,Non Job-Seekers
16318,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,1,131,Non Job-Seekers
16319,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Public Sector,>4,94,Non Job-Seekers
16320,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-499,NGO,1,105,Non Job-Seekers
16321,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,104,Non Job-Seekers
16322,0.579,Unspecified,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,62,Non Job-Seekers
16323,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,100-499,Pvt Ltd,1,160,Non Job-Seekers
16324,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,16,Non Job-Seekers
16325,0.624,Male,Has relevent experience,no_enrollment,Masters,Other,11,Missing,Missing,>4,77,Job-Seekers
16326,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-499,Pvt Ltd,>4,34,Non Job-Seekers
16327,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Missing,Missing,>4,6,Non Job-Seekers
16328,0.6659999999999999,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,71,Non Job-Seekers
16329,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,100,Non Job-Seekers
16331,0.925,Unspecified,No relevent experience,Full time course,Graduate,STEM,2,100-499,NGO,1,4,Non Job-Seekers
16332,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,112,Non Job-Seekers
16333,0.579,Unspecified,Has relevent experience,Full time course,Graduate,STEM,8,Missing,Missing,1,105,Non Job-Seekers
16334,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1,58,Non Job-Seekers
16335,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,28,Non Job-Seekers
16336,0.92,Male,No relevent experience,no_enrollment,Primary School,No Major,3,No company,No company,never,198,Non Job-Seekers
16337,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,Missing,Missing,>4,14,Non Job-Seekers
16338,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,NGO,1,7,Non Job-Seekers
16339,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-499,Pvt Ltd,3,40,Non Job-Seekers
16340,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,4,27,Non Job-Seekers
16341,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,2,17,Non Job-Seekers
16342,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,19,Non Job-Seekers
16343,0.579,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,62,Job-Seekers
16344,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,>4,7,Non Job-Seekers
16345,0.897,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,10,Missing,Missing,1,106,Non Job-Seekers
16347,0.698,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,204,Non Job-Seekers
16348,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,No company,No company,never,68,Non Job-Seekers
16349,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,2,43,Non Job-Seekers
16350,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,1,18,Non Job-Seekers
16351,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,8,Non Job-Seekers
16352,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,79,Non Job-Seekers
16353,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,14,Job-Seekers
16354,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,>4,82,Non Job-Seekers
16355,0.903,Male,No relevent experience,Full time course,High School,No Major,2,<10,Pvt Ltd,1,10,Non Job-Seekers
16356,0.855,Unspecified,Has relevent experience,Full time course,Masters,STEM,14,10000+,Pvt Ltd,4,12,Job-Seekers
16357,0.92,Unspecified,No relevent experience,no_enrollment,Masters,Business Degree,19,Missing,Missing,>4,146,Non Job-Seekers
16358,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,55,Non Job-Seekers
16359,0.926,Male,No relevent experience,Full time course,High School,No Major,3,1000-4999,Pvt Ltd,1,166,Non Job-Seekers
16361,0.55,Male,No relevent experience,no_enrollment,Graduate,No Major,<1,Missing,Missing,4,158,Non Job-Seekers
16362,0.479,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-499,Other,1,43,Non Job-Seekers
16363,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,8,Non Job-Seekers
16364,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,42,Non Job-Seekers
16365,0.92,Male,No relevent experience,no_enrollment,High School,No Major,5,No company,No company,never,81,Non Job-Seekers
16366,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Pvt Ltd,2,46,Non Job-Seekers
16367,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,14,Non Job-Seekers
16368,0.926,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,59,Non Job-Seekers
16369,0.92,Male,No relevent experience,Full time course,Masters,STEM,7,Missing,Public Sector,1,48,Non Job-Seekers
16370,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,14,Missing,Missing,>4,89,Job-Seekers
16371,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,36,Non Job-Seekers
16372,0.92,Other,Has relevent experience,Full time course,Graduate,STEM,8,Missing,Pvt Ltd,1,143,Non Job-Seekers
16373,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,75,Non Job-Seekers
16374,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,72,Job-Seekers
16375,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,>4,73,Non Job-Seekers
16376,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,316,Non Job-Seekers
16377,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Missing,1,110,Non Job-Seekers
16378,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,never,62,Job-Seekers
16379,0.789,Female,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,308,Job-Seekers
16381,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5000-9999,Pvt Ltd,4,31,Non Job-Seekers
16382,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Funded Startup,1,8,Non Job-Seekers
16383,0.92,Unspecified,No relevent experience,no_enrollment,Primary School,No Major,<1,No company,No company,never,73,Non Job-Seekers
16384,0.91,Other,No relevent experience,no_enrollment,Masters,Humanities,15,10000+,Pvt Ltd,3,51,Non Job-Seekers
16385,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,21,Non Job-Seekers
16386,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,10/49,Funded Startup,1,15,Non Job-Seekers
16387,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-499,Pvt Ltd,1,67,Non Job-Seekers
16388,0.884,Male,Has relevent experience,no_enrollment,Primary School,No Major,>20,10/49,Pvt Ltd,1,9,Non Job-Seekers
16389,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,100-499,Pvt Ltd,4,98,Non Job-Seekers
16390,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-499,Pvt Ltd,2,140,Job-Seekers
16391,0.795,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Missing,1,83,Non Job-Seekers
16392,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1,135,Non Job-Seekers
16393,0.887,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Missing,2,39,Non Job-Seekers
16394,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10/49,Pvt Ltd,>4,8,Non Job-Seekers
16395,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-499,Pvt Ltd,2,4,Non Job-Seekers
16396,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,4,21,Non Job-Seekers
16397,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,88,Job-Seekers
16398,0.899,Male,No relevent experience,no_enrollment,Primary School,No Major,4,Missing,Missing,1,44,Non Job-Seekers
16399,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,55,Non Job-Seekers
16400,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,Business Degree,4,100-499,Pvt Ltd,1,16,Non Job-Seekers
16401,0.754,Male,Has relevent experience,no_enrollment,High School,No Major,4,10/49,Pvt Ltd,2,64,Non Job-Seekers
16403,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,29,Non Job-Seekers
16404,0.555,Female,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,23,Non Job-Seekers
16405,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Missing,1,70,Non Job-Seekers
